37 0011_01 4 8 0.9860829
38 0011_01 5 8 0.91413295
39 0011_01 6 8 0.99189675
35 0011_01 2 9 0.89202315
36 0011_01 3 9 0.94489837
37 0011_01 4 9 0.9860829
38 0011_01 5 9 0.91352624
39 0011_01 6 9 0.99189675
35 0011_01 2 10 0.8745552
36 0011_01 3 10 0.94926316
37 0011_01 4 10 0.9860829
38 0011_01 5 10 0.9173665
39 0011_01 6 10 0.99189675
35 0011_01 2 11 0.87639946
36 0011_01 3 11 0.94373673
37 0011_01 4 11 0.9860829
38 0011_01 5 11 0.9206349
39 0011_01 6 11 0.99189675
35 0011_01 2 12 0.8890664
36 0011_01 3 12 0.9454852
37 0011_01 4 12 0.9860829
38 0011_01 5 12 0.92121214
39 0011_01 6 12 0.99189675
35 0011_01 2 13 0.89218146
36 0011_01 3 13 0.9498625
37 0011_01 4 13 0.9860829
38 0011_01 5 13 0.922609
39 0011_01 6 13 0.99189675
35 0011_01 2 14 0.8948213
36 0011_01 3 14 0.9483598
37 0011_01 4 14 0.9860829
38 0011_01 5 14 0.9246436
39 0011_01 6 14 0.99189675
35 0011_01 2 15 0.8959099
36 0011_01 3 15 0.9503486
37 0011_01 4 15 0.9860829
38 0011_01 5 15 0.92323303
39 0011_01 6 15 0.99189675
35 0011_01 2 16 0.8958333
36 0011_01 3 16 0.9505518
37 0011_01 4 16 0.9860829
38 0011_01 5 16 0.92527175
39 0011_01 6 16 0.99189675
35 0011_01 2 17 0.89684016
36 0011_01 3 17 0.95061207
37 0011_01 4 17 0.9860829
38 0011_01 5 17 0.9229195
39 0011_01 6 17 0.99189675
35 0011_01 2 18 0.89972335
36 0011_01 3 18 0.95301586
37 0011_01 4 18 0.9860829
38 0011_01 5 18 0.92663693
39 0011_01 6 18 0.99189675
35 0011_01 2 19 0.9013173
